,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,100.1,100.1.1,100.1.1.1,100.1.1.1.1,1.1,2.1,-1
78,"sci-fi,","scoff,","scuff,","Segovia,","skiff,",skivvy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"escape,","scab,","scoop,","scope,",sick,"pay,","skip,","escapee,","scabby,","Scipio,","scuba,","sickbay,","squab,","squib,",succubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"housewives,",safe,"sex,",suffuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"asphyxiate,","safety,","seafood,","sift,","soft,","softy,","Soviet,","swift,","soffit,","softie,","suavity,",swivet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"saxophone,","seven,","siphon,","sphinx,","Esfahan,","Isfahan,","savanna,","Savannah,","Sivan,","suffixion,",syphon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"Sorry,",no,results.,:(,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"safari,","saver,","Savior,","savor,","savory,","sever,","severe,","sphere,","suffer,","exosphere,","housewifery,","howsoever,","Safar,","Saphar,","saviour,","savour,","savoury,",soever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"safely,","souffle,","swivel,","housefly,","houseful,","housewifely,","sawfly,","Seville,","suavely,","useful,",usefully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,sawfish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"savage,","suffice,","esophagi,","ossific,",Sufic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"Sorry,",no,results.,:(,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"Sorry,",no,results.,:(,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"espouse,","spouse,",suppose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"houseboat,","Sabbath,","Sept.,","spade,","spat,","spate,","sped,","speed,","speedway,","speedy,","spit,","spite,","spot,","spotty,","spout,","spud,","subdue,","swept,","sabot,","sapid,","sapwood,","seabed,","septa,","sexpot,","spadix,","spathe,","sputa,",subhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"has-been,","soybean,","span,","spawn,","spin,","spine,","spoon,","spun,","Aesopian,","aspen,","Ispahan,","Sabin,","Sabine,","Saipan,","Spain,","spiny,","supine,",Swabian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"spam,","spume,",spumy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"aspire,","supra,","saber,","sober,","spar,","spare,","sparrow,","spear,","spire,","spray,","spree,","spry,","spur,","super,","supper,","sweeper,","isobar,","osprey,","Sabra,","sabre,","sapper,","Sapporo,","seborrhea,","seborrhoea,","Siberia,","sipper,","spewer,","spiraea,","spirea,","spiry,","spoor,","spore,",subarea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"spell,","spiel,","spill,","splay,","spoil,","spool,","supple,","supply,","assayable,","Hezbollah,","Isabel,","Isabella,","Isabelle,","sable,","sepal,","Sibyl,","soapily,","soppily,","spillway,","Sybil,","usable,","usably,",useable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"speech,",Waspish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"hospice,","seepage,","six-pack,","space,","spacey,","speak,","speck,","spice,","spicy,","spike,","spoke,","spook,","spooky,","Aesopic,","aspic,","auspice,","sawbuck,","seppuku,","spacy,","spake,","SPCA,","spec,","specie,","Spica,","spiky,","Spock,","swayback,",Uzbek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"spiffy,","spoof,",Sappho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,soapbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"disease,","disuse,","theses,","thesis,","Odysseus,","outsize,","Theseus,",doses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"atheist,","attest,","dazed,","dissuade,","dust,","dusty,",hot,"seat,","outset,","outside,","taste,","tasty,","test,","testy,","toast,","toasty,","deist,","desexed,","dost,","hadst,","headset,","outstay,","Taoist,","Tayside,","theist,","tost,","Tuesday,","twist,",twisty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"adhesion,","disown,","dozen,","Addison,","Disney,","Edison,","Edson,","Hudson,","Odyssean,","Tswana,",Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"atheism,","dismay,","autism,","autosome,","deism,","Taoism,","theism,",twosome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"desire,","disarray,","dossier,","thesauri,","douser,","dowser,","dozer,","howitzer,","oxidizer,","teaser,","tessera,","tesserae,","tsar,",tzar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"dazzle,","diesel,","disallow,","dyslexia,","hideously,","tassel,","tousle,","dizzily,","odiously,","otiosely,","outsell,","teasel,","Tesla*,","Thessaly,",tussle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"Sorry,",no,results.,:(,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"desk,","disco,","disk,","dosage,","dusk,","task,","dehisce,","disc,","dusky,","tusk,","tussock,",tussocky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"adhesive,","disavow,",theosophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"disobey,","toss-up,","hutzpa,","hutzpah,","tossup,",Tzupo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"duds,","tedious,","that's,","deoxidize,","ditsy,","ditz,","ditzy,","DTs,","duteous,","Odets,","otitis,","Thaddeus,","Titus,","Tutsi,",tweeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"attitude,","dated,","day-to-day,",dead,"heat,","doodad,","head-to-head,","hotheaded,","outdid,","Daudet,","Deadhead,","deadwood,","dotted,","duded,","ideated,","tattooed,","toothed,",towheaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"addition,","audition,","deaden,","detain,","edition,","outdone,","taxation,","Dayton,","detainee,","duodena,","exudation,","ideation,","oxidation,","Tahitian,","Tatiana,","tauten,","Teton,","Teuton,","Titan,","Titian,",tuition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"daytime,","tedium,","datum,","diadem,","diatom,","Dodoma,","tatami,",totem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"auditor,","Tatra,",death,"row,","Tatry,","deter,","tatter,","detour,","tattooer,","dither,","tetra,","editor,","theatre,","outdoor,","Theodora,","tawdry,","Theodore,","teeter,","thither,","tether,","tither,","texture,","tooter,","tottery,","theater,","touter,","titter,","Tudor,","totter,","tutor,","atwitter,","tweeter,","auditoria,","twitter,","auditory,","twittery,","dater,","deodar,","Dexter,","dietary,","dieter,","dithery,","dodder,","doter,","dotter,","headwaiter,","headwater,","outdraw,","outdrew,","Tatar,",tater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"dawdle,","deadly,","detail,","doodle,","heatedly,","tattle,","tautly,","textile,","tidal,","title,","toddle,","total,","totally,","deathly,","diddle,","dowdily,","Dudley,","textual,","textually,","tidally,","tidily,","tittle,","toothily,","tootle,","Tutuila,","Tuxtla,","twaddle,","tweedily,","twiddle,",twiddly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"detach,","ditch,","Dutch,","thatch,","toothache,","datcha,","dudish,","tetchy,","twitch,",twitchy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"deduce,","dodge,",hot,"dog,","idiotic,","dodgy,","dotage,","dyadic,","eidetic,",hotdog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"additive,","dative,","detoxify,","exudative,",oxidative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,hot,"tub,",audiotape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"dense,","euthanasia,","eyewitness,","oddness,","Taiwanese,","teens,","tennis,","tense,","tenuous,","tons,","townhouse,","Adonis,","Athens,","deionize,","Denis,","Denise,","Dennis,","dewiness,","downs,","euthanize,","headiness,","hotness,","Odense,","tansy,","teensy,","Tennessee,","thinness,","Tunis,",Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"donut,","attend,","duende,","attuned,","Dundee,","dainty,","extant,","dandy,","extenuate,","daunt,","oxidant,","denote,","tenuity,","dent,","Thant,","donate,","tined,","don't,","tinned,","extend,","twenty,","extent,","hadn't,","headwind,","taint,","tanned,","taunt,","tend,","tenet,","tent,","tenth,","tint,","TNT,","addend,","addenda,","adenoid,","attaint,","attendee,","attenuate,","Dante,","denude,","dinette,",dint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"teeny-weeny,","adenine,","Athenian,","hootenanny,","Tainan,","tannin,","Tanoan,",tenon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"autonomy,","denim,","dynamo,","athenaeum,","atheneum,",taxonomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"diner,","dinner,","donor,","downer,","tenor,","tenure,","Adenauer,","atoner,","deanery,","denar,","denari,","denier,","dinar,","heathenry,","tanner,","tannery,","tenour,","thinner,","tinware,","toner,","tuner,",twiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"denial,","downhill,","thinly,","toenail,",town,"hall,","atonal,","atonally,","Daniel,","Danielle,","Denali,","Donal,","ethanol,","tinnily,","tonal,","tonally,",tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"Danish,","heathenish,","hoydenish,",thinnish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"dinky,","audience,","doing,","dance,","dong,","dank,","Edenic,","dinghy,","heating,","dingy,","hoodwink,","donkey,","tang,","dunce,","taxying,","dung,","tenge,","dunk,","thence,","dying,","tong,","ethnic,","heading,","Tonga,","hiding,","Toyonaka,","outing,","tunic,","tango,","twang,","tangy,","twangy,","tank,","twinge,","taxing,","tying,","teenage,","wadding,","thank,","waiting,","thank-you,","thing,","think,","thong,","tinge,","tongue,","tonic,","tonnage,","dang,","dengue,","ding,",dingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"Sorry,",no,results.,:(,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"Danube,","Deneb,","Toynbee,",tuneup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"demise,","itemize,","times,","Adams,","Addams,","atomize,","Dumas,","Tammuz,","Thames,","Thomas,",thymus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"admit,","automate,","demote,","doomed,","teammate,","time-out,","timid,","tomato,","automata,","dammit,","demit,","demode,","dimity,","dimwit,","domed,","edemata,","Edomite,","timeout,","Timothy,",tumid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"autumn,","damn,","demean,","demon,","domain,","domino,",hit,"man,","adman,","Atman,","autoimmune,","daemon,","Dahoman,","Dahomean,","daimon,","domaine,","dominie,","headman,","Othman,","Ottoman,","thiamin,","thiamine,",thymine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"Sorry,",no,results.,:(,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"admire,","demure,","timer,","tomorrow,","Daumier,","demur,","dimmer,","Tamara,","tamari,","tamer,","Timor,","tumor,",tumour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"dimly,","oatmeal,","timely,","HTML,","tamale,","tamely,","Tamil,",tumuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"Sorry,",no,results.,:(,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"atomic,","damage,","tomahawk,","DiMaggio,",toxemic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Thimphu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"damp,","dumb,","dump,","dumpy,","temp,","tempo,","thumb,","thump,","tomb,","tomboy,","tamp,","Tampa,","Tempe,","tempeh,","tempi,",Thimbu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"tares,","address,","tarsi,","authorize,","tears,","dress,","Teresa,","dressy,","terrazzo,","drowsy,","theorise,","duress,","Theresa,","otherwise,","Therese,","Taurus,","throes,","terse,","Torres,","theirs,","torsi,","theorize,","Tours,","there's,","tres,","Thurs.,","tress,","torso,","trousseau,","addressee,","trousseaux,","authoress,","truss,","authorise,","uterus,","daresay,","waders,","Darius,","Doris,","waitress,","dries,","waters,","dross,","weatherize,","drossy,","drowse,","Druse,","Druze,","Durius,","headdress,","hydrous,","Hydrus,","odorous,",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"athwart,","adroit,","trot,","attrit,","authority,","troth,","Dorado,","dart,","trout,","Dorothea,","dearth,","Trudeau,","Dorothy,","deride,","Trudy,","drouth,","diehard,","Truth,","Druid,","dirt,","tryout,","Dryad,","dirty,","turd,","Edward,","dread,","turret,","extrude,","dried,","weathered,","headword,","extort,","heterodox,","hatred,","heterodoxy,","hitherto,","hydrate,","outward,","hydroxide,","tardy,","iterate,","tarot,","odored,","tart,","teredo,","third,","thereat,","thirty,","thereto,","thread,","therewith,","threat,","thready,","throat,","tiered,","throaty,","torte,","thwart,","towered,","thyroid,","tread,","tirade,","treat,","tired,","treaty,","torrid,","Triad,","tort,","tried,","toward,","trite,","trade,","trod,",trait,Druid*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"taurine,","adorn,","Teheran,","attorney,","Tehran,","darn,","tern,","drain,","terrene,","drawn,","thereon,","drone,","thyroxin,","drown,","thyroxine,","outran,","Tirana,","outrun,","Tirane,","terrain,","Torino,","therein,","thorn,","Torreon,","thorny,","tourney,","throne,","trine,","thrown,","triune,","torn,","tureen,","train,","Turin,","trainee,","turn,","Adrian,","tyranny,","Adrienne,","Tyrian,","Dairen,","Tyrone,","Darwin,","uterine,","waitron,","dehorn,","Derain,","Doreen,","Hadrian,","hadron,","hawthorn,","Hawthorne,","outearn,","outworn,",tarn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"dorm,","drama,","dream,","dreamy,","drum,","extreme,","headroom,","term,","atrium,","derma,","dharma,","diorama,","dirham,","dram,","Durham,","durum,","tearoom,","theorem,","thorium,","thrum,","tram,","trauma,",trim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"drawer,","dreary,","drier,","dryer,","exterior,","terrier,","terror,","adorer,","darer,","derriere,","drear,","Durer,","Etruria,","outerwear,","tarrier,","tearer,","terraria,","thrower,","torero,","Truro,",utterer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"troll,","dearly,","trolley,","derail,","trolly,","drawl,","trowel,","drill,","truly,","droll,","twirl,","drool,","twirly,","dryly,","Tyrol,","ethereal,","Utrillo,","thrill,","utterly,","trail,","waterhole,","atrial,","Waterloo,","authorial,","waterwheel,","Darla,","Darrel,","Darrell,","Darryl,","Daryl,","diarrheal,","direly,","dourly,","drily,","drolly,","drywall,","ethereally,","tearily,","Terrell,","Terrill,","thrall,","Tirol,","trawl,","trial,",trill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"outreach,","thrash,","thresh,","torch,","autarch,","autarchy,","thearchy,","thrush,","trachea,","tracheae,","trash,","trashy,","troche,","trochee,","Troja,",waterish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"outwork,","dark,","teriyaki,","dork,","theurgy,","dorky,","Thrace,","drag,","Thracia,","drake,","thrice,","drug,","throughway,",dry,"ice,","Thurrock,","outrage,","terrace,","torque,","thorough,","torquey,","through,","Tracy,","trace,","trek,","track,","triage,","ataraxic,","trice,","autarky,","trick,","Derek,","tricky,","derrick,","trig,","diarrheic,","trike,","dirge,","troika,","trough,","Dirk,","truce,","Doric,","truck,","Draco,","Truk,","draggy,","Turk,","dreggy,","Turkey,","drogue,","Turku,","druggie,","druggy,","Durga,","exoteric,","headwork,","outargue,",outrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"derive,","drive,","driveway,","drove,","dwarf,","tariff,","terrify,","thereof,","thrive,","throve,","atrophy,","trivia,","trophy,","trove,","turf,",turfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"derby,","drab,","drape,","drip,","droop,","drop,","tarp,","therapy,","thereby,","throb,","droopy,","drub,","drupe,","thorp,","Thorpe,","Torbay,","towrope,","trap,","tribe,","trip,","tripe,","troop,","trope,","troupe,","turbo,",twerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"atlas,","dollhouse,","heedless,","idealize,","idolize,","oodles,","tails,","dalasi,","Dallas,","Delius,","Delos,","delouse,","dialyze,","Dulles,","edelweiss,","headless,","idealise,","idyllize,","tailless,","Tallahassee,","talus,","Thales,","thewless,","toils,","tollhouse,","Toulouse,","Tulsa,","utilise,","utilize,",wattles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"adult,","athlete,","dealt,","delayed,","delete,","delta,","delude,","dilate,","dilute,","dwelt,","huddled,","outlet,","tilt,","toehold,","toilet,","told,","Adelaide,","adulate,","atilt,","dolt,","duality,","Duluth,","tailed,","tilde,","tilth,","toilette,","Toledo,","Tolyatti,","twilit,","twilled,","utility,",wattled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
